"carat","cut","color","clarity","depth","table","price","x","y","z"
"1.5","Premium","I","VS1","62.7","59.0","9900","7.25","7.3","4.56"
"0.56","Premium","F","VVS1","61.1","56.0","2218","5.41","5.3","3.27"
"0.51","Very Good","F","VVS2","62.7","56.0","2051","5.11","5.13","3.21"
"0.5","Good","E","SI1","63.7","56.0","1316","5.02","5.06","3.21"
"1.02","Good","G","VVS1","63.6","58.0","8005","6.4","6.37","4.06"
"0.31","Ideal","G","SI1","62.1","54.0","493","4.34","4.36","2.7"
"0.75","Ideal","F","VVS2","61.9","54.0","3710","5.83","5.84","3.61"
"0.29","Very Good","F","VVS2","60.1","58.0","664","4.32","4.37","2.61"
"0.34","Ideal","I","VS1","62.6","56.0","689","4.47","4.44","2.79"
"0.57","Very Good","G","VS2","62.6","55.0","1608","5.26","5.31","3.31"
"0.31","Premium","F","VS2","61.5","56.0","802","4.41","4.34","2.69"
"0.3","Premium","D","VVS2","62.4","58.0","965","4.3","4.26","2.67"
"1.0","Good","G","SI2","61.4","61.0","3646","6.32","6.35","3.89"
"1.35","Premium","H","VS2","61.5","58.0","8062","7.15","7.09","4.38"
"1.1","Very Good","I","VS2","61.8","58.0","5524","6.59","6.62","4.08"
"0.71","Very Good","F","SI2","60.9","56.0","2036","5.8","5.83","3.54"
"1.2","Ideal","E","VVS1","61.6","57.0","13474","6.78","6.83","4.19"
"0.74","Ideal","I","VVS1","60.8","57.0","2822","5.85","5.89","3.57"
"0.41","Good","D","SI1","63.4","55.0","738","4.68","4.72","2.98"
"0.72","Ideal","E","VS1","62.5","57.0","3465","5.73","5.76","3.59"
"0.31","Ideal","E","VS2","61.7","55.0","680","4.36","4.39","2.7"
"0.58","Ideal","J","SI1","62.1","55.0","1227","5.31","5.39","3.32"
"0.47","Premium","G","SI1","62.7","58.0","995","4.99","4.97","3.12"
"0.4","Premium","D","VS1","60.9","58.0","1123","4.78","4.81","2.92"
"0.35","Ideal","E","VS2","62.0","56.0","704","4.49","4.51","2.79"
"0.2","Premium","E","VS2","59.8","62.0","367","3.79","3.77","2.26"
"0.34","Ideal","D","VS1","61.4","57.0","780","4.49","4.54","2.77"
"0.31","Ideal","G","IF","62.5","56.0","871","4.33","4.37","2.71"
"0.42","Very Good","G","VVS2","58.5","63.0","1181","4.9","4.88","2.86"
"0.26","Very Good","H","VVS2","63.3","58.0","600","4.08","4.04","2.57"
"0.8","Premium","F","VS1","60.5","59.0","3813","6.0","6.03","3.64"
"0.71","Very Good","I","VVS1","63.4","57.0","2572","5.71","5.67","3.61"
"2.48","Very Good","F","SI2","63.4","56.0","18692","8.64","8.55","5.45"
"0.44","Very Good","F","SI2","61.9","59.0","711","4.85","4.9","3.02"
"0.85","Premium","E","VS2","60.2","60.0","3803","6.14","6.09","3.68"
"0.38","Ideal","G","SI2","62.0","55.0","532","4.66","4.69","2.9"
"0.37","Ideal","E","VS1","61.3","55.0","999","4.68","4.65","2.86"
"0.6","Ideal","I","VVS1","62.0","56.0","1715","5.39","5.43","3.35"
"1.03","Ideal","D","VS1","61.8","56.0","8612","6.46","6.54","4.02"
"0.3","Very Good","I","VVS1","62.8","59.0","552","4.24","4.29","2.68"
"1.5","Premium","E","VS2","59.5","58.0","14386","7.53","7.46","4.46"
"1.51","Ideal","G","VVS2","60.5","56.0","15303","7.45","7.42","4.5"
"1.01","Very Good","H","SI1","63.3","56.0","4669","6.35","6.39","4.03"
"0.3","Very Good","D","SI2","62.2","59.0","447","4.25","4.3","2.66"
"1.57","Very Good","D","SI1","62.3","59.0","12304","7.39","7.44","4.62"
"1.18","Ideal","E","VS1","62.4","54.0","9886","6.79","6.74","4.22"
"1.02","Ideal","E","SI1","61.9","55.0","5806","6.49","6.46","4.01"
"1.02","Very Good","G","SI1","63.0","55.0","4633","6.4","6.45","4.05"
"2.0","Very Good","J","SI2","62.8","57.0","11510","8.02","8.05","5.04"
"0.32","Very Good","H","VS1","63.0","55.0","561","4.4","4.42","2.78"
"0.8","Premium","E","SI2","59.9","58.0","2939","6.03","5.96","3.59"
"0.33","Premium","G","VS1","62.2","58.0","854","4.42","4.39","2.74"
"0.92","Premium","D","SI2","62.4","58.0","4168","6.18","6.19","3.86"
"0.63","Premium","E","VS1","60.4","58.0","2171","5.59","5.64","3.39"
"0.79","Very Good","F","SI1","62.7","60.0","2878","5.82","5.89","3.67"
"1.17","Premium","D","VS1","61.7","59.0","9934","6.72","6.77","4.16"
"1.0","Good","F","VS2","62.5","57.0","5592","6.34","6.42","3.99"
"1.18","Premium","I","SI2","62.9","58.0","3925","6.77","6.7","4.24"
"2.12","Ideal","I","SI1","62.2","57.0","12284","8.21","8.14","5.08"
"0.82","Premium","H","VS1","62.5","59.0","3008","5.96","5.94","3.72"
"0.39","Ideal","G","IF","62.1","53.7","1189","4.67","4.71","2.91"
"0.42","Ideal","H","VS1","61.4","56.0","1087","4.85","4.82","2.97"
"0.31","Premium","H","IF","60.4","58.0","977","4.43","4.41","2.67"
"0.5","Good","G","VVS2","63.6","57.0","1764","5.04","5.08","3.22"
"0.72","Premium","F","SI1","59.3","60.0","2030","5.91","5.86","3.49"
"0.9","Good","F","VS1","62.8","57.0","4770","6.04","6.1","3.81"
"0.33","Very Good","G","VVS1","61.2","57.0","795","4.4","4.44","2.71"
"0.3","Premium","F","SI2","61.3","58.0","394","4.28","4.33","2.64"
"1.54","Fair","I","SI2","65.0","56.0","6375","7.22","7.14","4.67"
"0.4","Very Good","F","VVS1","62.3","60.0","1111","4.65","4.69","2.91"
"0.32","Ideal","G","VVS2","61.5","57.0","936","4.43","4.39","2.71"
"1.64","Premium","F","SI1","61.3","58.0","12821","7.65","7.59","4.67"
"0.5","Very Good","G","SI1","62.8","55.0","1170","5.03","5.07","3.17"
"0.31","Ideal","E","VVS1","61.1","56.0","865","4.38","4.42","2.69"
"1.7","Premium","I","VS2","61.3","59.0","9330","7.69","7.59","4.68"
"0.41","Very Good","H","SI1","63.3","56.0","876","4.74","4.71","2.99"
"0.24","Very Good","D","VVS2","60.1","57.0","499","4.03","4.09","2.44"
"0.9","Good","H","I1","57.4","63.0","1939","6.38","6.33","3.65"
"1.0","Very Good","I","VS2","64.0","54.0","4739","6.28","6.34","4.04"
"0.72","Good","I","VS2","63.3","59.0","2068","5.62","5.66","3.57"
"0.54","Ideal","F","VS2","62.3","56.0","1786","5.2","5.17","3.23"
"0.92","Very Good","E","SI1","60.7","59.0","4232","6.25","6.28","3.8"
"0.3","Premium","G","VVS1","62.6","58.0","1013","4.29","4.27","2.68"
"1.01","Very Good","F","VS2","58.5","60.0","6037","6.52","6.54","3.82"
"0.23","Premium","E","VVS2","61.8","58.0","680","3.94","3.92","2.43"
"1.03","Very Good","H","SI1","63.3","57.0","4932","6.41","6.39","4.05"
"0.7","Very Good","I","VVS1","62.9","58.0","2513","5.65","5.67","3.56"
"0.5","Good","G","SI1","62.5","64.0","1197","4.93","4.99","3.1"
"0.39","Premium","G","SI1","62.4","58.0","878","4.72","4.67","2.93"
"0.7","Very Good","D","SI1","62.8","60.0","2757","5.66","5.68","3.56"
"1.7","Premium","H","VVS2","61.4","58.0","10337","7.66","7.62","4.69"
"1.51","Premium","F","VS2","59.1","60.0","15253","7.52","7.45","4.42"
"1.25","Very Good","J","SI1","62.5","57.0","4702","6.83","6.86","4.28"
"0.46","Very Good","D","VS2","63.4","59.0","1030","4.88","4.83","3.08"
"0.23","Ideal","H","VS1","61.2","55.0","423","3.94","3.97","2.42"
"0.24","Very Good","E","VS2","60.1","58.0","419","4.01","4.04","2.42"
"0.96","Premium","G","SI2","59.3","58.0","4204","6.49","6.43","3.83"
"0.24","Very Good","D","SI1","63.1","55.0","475","3.95","4.01","2.51"
"0.3","Premium","G","IF","60.0","59.0","895","4.32","4.34","2.6"
"1.21","Ideal","G","VS1","61.3","57.0","10685","6.82","6.87","4.2"
"1.01","Premium","E","VVS2","62.4","58.0","9711","6.42","6.36","3.99"
"1.22","Ideal","G","IF","61.7","56.0","11111","6.87","6.91","4.25"
"1.04","Very Good","F","VS2","59.6","62.0","6166","6.56","6.62","3.93"
"1.07","Ideal","H","SI1","61.1","56.0","4955","6.63","6.6","4.04"
"0.39","Very Good","G","VS1","62.4","57.0","855","4.62","4.68","2.9"
"0.51","Ideal","G","SI2","61.3","58.0","1091","5.15","5.19","3.17"
"0.36","Ideal","E","VS2","61.2","56.0","1013","4.63","4.59","2.82"
"0.9","Good","G","VS2","60.4","61.0","4547","6.23","6.32","3.79"
"0.33","Premium","E","VVS1","60.1","58.0","984","4.47","4.51","2.7"
"0.34","Premium","I","SI1","62.7","58.0","447","4.4","4.43","2.77"
"1.02","Good","D","SI1","61.0","63.0","5219","6.48","6.54","3.97"
"0.77","Very Good","J","SI1","61.0","59.0","2086","5.94","5.99","3.64"
"0.53","Ideal","D","VS2","61.5","56.0","1956","5.23","5.17","3.2"
"0.34","Premium","D","SI1","59.7","59.0","626","4.54","4.57","2.72"
"1.51","Fair","I","VS2","64.6","58.0","8287","7.19","7.15","4.63"
"1.08","Very Good","D","VS1","60.5","58.0","8513","6.53","6.63","3.98"
"2.01","Good","E","SI2","60.0","64.0","16582","8.09","8.17","4.88"
"0.3","Ideal","I","VS1","62.6","54.0","518","4.24","4.29","2.67"
"0.9","Very Good","H","VS2","63.6","58.0","4258","6.1","6.14","3.89"
"0.73","Premium","G","I1","62.5","58.0","1395","5.82","5.74","3.61"
"1.21","Very Good","F","VS1","62.3","58.0","10009","6.76","6.85","4.24"
"0.41","Ideal","G","VVS2","60.9","56.0","960","4.81","4.84","2.94"
"1.54","Good","I","VS1","63.6","60.0","10164","7.3","7.33","4.65"
"1.11","Very Good","F","VVS1","59.7","55.0","10141","6.77","6.82","4.06"
"0.51","Very Good","F","VS1","61.4","60.0","1604","5.07","5.13","3.13"
"0.5","Ideal","H","SI2","62.9","57.0","958","5.04","5.01","3.16"
"0.31","Ideal","G","VS2","62.4","54.0","544","4.36","4.39","2.73"
"0.27","Very Good","D","VVS2","62.2","59.0","622","4.08","4.12","2.55"
"0.77","Premium","F","VS2","62.4","59.0","3018","5.85","5.81","3.64"
"0.59","Ideal","F","VVS1","62.4","56.0","2625","5.36","5.38","3.35"
"0.9","Very Good","E","VS2","62.7","56.0","4858","6.13","6.21","3.87"
"0.31","Very Good","H","VVS1","63.3","56.0","907","4.32","4.3","2.73"
"0.3","Ideal","G","SI2","61.4","56.0","422","4.33","4.34","2.66"
"0.9","Very Good","G","VS2","60.9","59.0","4269","6.18","6.24","3.78"
"1.0","Premium","E","SI2","60.5","61.0","4077","6.38","6.31","3.84"
"1.11","Very Good","D","VVS1","62.5","58.0","12200","6.67","6.6","4.15"
"0.32","Premium","H","VS1","61.3","60.0","720","4.38","4.33","2.67"
"1.55","Premium","H","VS2","62.7","57.0","10827","7.42","7.36","4.63"
"0.31","Fair","E","VS2","55.9","62.0","581","4.6","4.56","2.56"
"0.57","Premium","H","SI1","61.6","58.0","1247","5.37","5.34","3.3"
"0.25","Ideal","F","SI1","60.1","56.0","430","4.11","4.13","2.48"
"0.64","Ideal","F","VVS2","60.9","56.0","3217","5.57","5.59","3.4"
"1.2","Very Good","J","VS1","59.1","61.0","5016","6.94","7.0","4.12"
"1.32","Ideal","E","SI2","62.7","56.0","7037","7.03","6.97","4.39"
"0.77","Ideal","I","VS2","61.2","59.0","2558","5.91","5.95","3.63"
"1.02","Premium","D","VVS2","61.4","58.0","10580","6.43","6.46","3.96"
"0.32","Good","D","SI1","63.7","55.0","589","4.35","4.38","2.78"
"0.32","Premium","D","VVS1","62.0","60.0","910","4.37","4.4","2.72"
"0.4","Very Good","D","VS2","64.4","52.0","915","4.63","4.68","3.0"
"0.76","Ideal","H","SI1","61.8","56.0","2587","5.88","5.84","3.62"
"0.3","Ideal","I","VS1","62.3","55.0","457","4.3","4.34","2.69"
"0.7","Premium","G","SI2","60.0","60.0","2268","5.69","5.65","3.51"
"0.54","Ideal","G","VVS2","61.9","57.0","1981","5.22","5.25","3.24"
"0.9","Good","G","VS2","62.0","63.0","3990","6.06","6.13","3.78"
"0.32","Ideal","H","VS2","61.7","57.0","529","4.38","4.4","2.71"
"1.51","Very Good","J","SI1","62.4","58.0","7136","7.27","7.32","4.55"
"1.62","Premium","F","SI2","61.6","60.0","9106","7.52","7.55","4.64"
"0.7","Good","F","SI1","57.2","63.0","2401","5.84","5.87","3.35"
"1.0","Premium","F","SI2","62.4","56.0","3977","6.35","6.31","3.95"
"0.39","Premium","H","SI1","62.0","60.0","834","4.71","4.65","2.9"
"0.52","Premium","G","SI1","58.6","62.0","1092","5.28","5.24","3.08"
"0.52","Ideal","G","VS1","60.9","55.0","1689","5.16","5.22","3.16"
"1.0","Premium","I","VS2","62.7","62.0","3918","6.32","6.27","3.95"
"0.7","Good","D","SI2","58.5","65.0","2310","5.79","5.76","3.38"
"1.03","Very Good","D","SI1","63.0","59.0","5551","6.39","6.44","4.04"
"0.5","Premium","E","VS2","61.8","59.0","1629","5.12","5.08","3.15"
"0.5","Good","F","SI2","57.7","62.0","926","5.22","5.18","3.0"
"1.17","Ideal","G","SI2","62.0","55.0","5012","6.81","6.74","4.2"
"2.17","Very Good","H","SI2","58.8","62.0","14625","8.48","8.53","5.0"
"1.57","Premium","J","VS1","61.3","59.0","8595","7.44","7.47","4.57"
"0.64","Good","F","IF","58.6","61.0","2980","5.69","5.71","3.34"
"1.05","Very Good","H","SI1","63.5","57.0","4692","6.47","6.44","4.1"
"0.5","Good","D","VVS2","62.4","64.0","3017","5.03","5.06","3.14"
"0.56","Fair","E","VVS2","57.3","60.0","2426","5.5","5.57","3.17"
"0.4","Ideal","I","SI1","61.2","55.0","692","4.77","4.8","2.93"
"0.4","Premium","D","SI2","60.4","59.0","666","4.8","4.83","2.91"
"0.55","Premium","F","SI1","60.7","57.0","1415","5.3","5.27","3.21"
"0.71","Premium","E","VS2","62.5","60.0","2735","5.7","5.66","3.55"
"1.23","Very Good","G","SI1","63.1","56.0","6665","6.81","6.78","4.29"
"0.51","Ideal","G","VVS2","61.3","57.0","1974","5.15","5.12","3.15"
"1.26","Very Good","G","SI1","63.3","58.0","7910","6.88","6.84","4.34"
"0.71","Ideal","I","VVS1","61.2","57.0","2450","5.79","5.76","3.53"
"2.01","Premium","H","SI1","60.6","59.0","13387","8.23","8.17","4.97"
"1.59","Ideal","H","VVS2","62.6","54.0","12971","7.43","7.47","4.67"
"0.7","Good","E","SI2","59.7","63.0","2092","5.71","5.78","3.43"
"0.39","Good","G","VS2","63.4","57.0","787","4.63","4.67","2.95"
"0.52","Ideal","D","VVS2","62.3","56.0","2362","5.12","5.15","3.2"
"1.02","Very Good","E","VS2","60.0","59.0","6915","6.54","6.59","3.94"
"0.3","Premium","F","VS2","61.5","60.0","776","4.29","4.26","2.63"
"0.39","Premium","D","VVS2","63.0","57.0","1290","4.69","4.65","2.94"
"0.72","Ideal","E","SI1","60.5","55.0","3409","5.8","5.86","3.53"
"1.21","Premium","H","VS2","59.9","59.0","7562","6.94","6.92","4.15"
"0.91","Fair","G","VS2","64.9","54.0","4860","6.04","6.08","3.93"
"0.3","Ideal","F","IF","62.2","57.0","886","4.3","4.32","2.68"
"0.31","Very Good","J","SI2","63.3","58.0","430","4.35","4.34","2.75"
"1.09","Good","D","SI2","63.8","60.0","4682","6.57","6.49","4.16"
"0.9","Very Good","J","VS1","62.9","56.0","3197","6.13","6.18","3.87"
"1.02","Premium","H","VS2","61.9","57.0","5171","6.5","6.4","3.99"
"1.01","Very Good","E","SI2","60.2","60.0","5340","6.46","6.5","3.9"
"0.63","Ideal","E","VVS1","62.4","56.0","3161","5.48","5.52","3.43"
"1.2","Ideal","F","VVS1","61.1","55.0","13088","6.86","6.89","4.2"
"0.5","Ideal","D","VVS2","60.4","54.0","2211","5.23","5.17","3.14"
"0.85","Ideal","E","SI1","60.7","57.0","4181","6.11","6.14","3.72"
"0.31","Very Good","D","SI1","62.9","57.0","571","4.27","4.32","2.7"
"0.7","Very Good","E","SI1","61.3","61.0","2275","5.66","5.7","3.48"
"0.31","Very Good","F","IF","61.2","55.0","914","4.37","4.39","2.68"
"1.03","Very Good","F","SI2","63.3","59.0","3692","6.35","6.32","4.01"
"0.34","Ideal","F","VS2","61.6","57.0","880","4.53","4.47","2.77"
"0.23","Good","G","VVS2","63.8","56.0","537","3.94","3.9","2.5"
"0.7","Premium","H","VS1","60.5","58.0","2364","5.77","5.73","3.48"
"1.31","Ideal","F","SI1","61.6","55.0","9331","7.04","7.09","4.35"
"0.77","Premium","F","VS1","62.1","60.0","3343","5.82","5.77","3.6"
"0.74","Premium","H","SI1","62.4","58.0","2300","5.75","5.7","3.57"
"1.52","Ideal","D","SI1","60.6","58.0","14426","7.46","7.4","4.51"
"0.42","Premium","D","SI1","61.9","59.0","1040","4.81","4.76","2.96"
"1.12","Ideal","E","SI2","61.6","56.0","6168","6.69","6.71","4.13"
"1.14","Premium","F","VVS1","59.4","59.0","11549","6.87","6.8","4.06"
"1.1","Ideal","F","SI2","60.4","55.0","4809","6.73","6.77","4.08"
"0.41","Ideal","G","VVS1","61.6","57.0","1055","4.75","4.77","2.93"
"0.57","Good","G","VS2","64.1","55.0","1613","5.28","5.27","3.38"
"0.79","Very Good","D","SI2","59.7","58.0","2878","6.0","6.07","3.6"
"1.05","Ideal","J","SI2","62.3","54.0","4126","6.52","6.55","4.07"
"1.0","Premium","F","VVS2","61.9","61.0","7204","6.45","6.32","3.95"
"1.01","Premium","E","SI2","62.8","57.0","4054","6.41","6.36","4.01"
"0.38","Ideal","E","VVS2","60.9","56.0","1068","4.71","4.68","2.06"
"0.4","Premium","D","SI2","61.1","58.0","855","4.76","4.73","2.9"
"2.0","Premium","G","SI1","59.3","60.0","14918","8.19","8.13","4.84"
"1.01","Very Good","E","SI2","63.3","57.0","4270","6.39","6.31","4.02"
"1.0","Premium","F","VS2","62.8","55.0","5864","6.38","6.35","4.0"
"1.01","Ideal","H","VS2","61.0","59.0","5238","6.51","6.47","3.96"
"0.72","Very Good","E","SI2","63.5","59.0","2376","5.66","5.61","3.58"
"0.3","Ideal","G","VVS1","60.9","56.8","735","4.34","4.38","2.65"
"0.41","Very Good","G","VVS1","61.0","61.0","1151","4.72","4.75","2.89"
"0.55","Ideal","H","SI2","61.4","55.0","959","5.27","5.29","3.24"
"1.03","Premium","G","I1","60.8","57.0","3073","6.55","6.51","3.97"
"0.73","Ideal","H","IF","61.6","55.0","3378","5.8","5.82","3.58"
"1.21","Premium","I","SI1","61.8","59.0","5276","6.85","6.81","4.22"
"0.4","Ideal","E","VVS2","61.7","55.0","1158","4.74","4.76","2.93"
"0.58","Very Good","D","SI1","63.5","58.0","1720","5.29","5.32","3.37"
"0.42","Premium","H","VVS2","62.4","55.0","984","4.81","4.78","2.99"
"0.56","Premium","H","VVS2","59.8","57.0","1814","5.48","5.39","3.25"
"0.4","Premium","F","VS1","61.4","58.0","1050","4.75","4.73","2.91"
"0.43","Very Good","G","SI1","62.7","56.0","754","4.8","4.83","3.02"
"0.91","Premium","H","VS2","62.3","57.0","3963","6.22","6.13","3.85"
"0.73","Good","F","VVS2","59.5","61.0","3616","5.8","5.83","3.46"
"1.52","Very Good","G","VS2","61.9","56.0","13161","7.28","7.39","4.54"
"0.51","Premium","G","VVS1","60.2","58.0","1925","5.2","5.24","3.14"
"2.11","Very Good","G","SI2","62.2","60.0","16188","8.15","8.19","5.08"
"0.34","Premium","G","IF","60.5","58.0","879","4.47","4.52","2.72"
"1.05","Ideal","H","SI2","61.2","57.0","4410","6.59","6.54","4.02"
"0.31","Very Good","E","SI1","58.3","60.0","544","4.48","4.51","2.62"
"1.07","Ideal","F","VS1","62.1","55.0","7850","6.58","6.56","4.08"
"0.31","Very Good","E","VS1","64.0","55.0","610","4.29","4.33","2.76"
"1.52","Premium","I","VS1","61.1","58.0","9557","7.44","7.38","4.53"
"0.9","Very Good","H","VVS2","59.9","61.0","4637","6.29","6.19","3.74"
"0.73","Premium","D","SI2","61.0","61.0","1730","5.81","5.74","3.52"
"2.02","Premium","H","SI2","61.7","61.0","12680","8.14","8.08","5.01"
"0.59","Ideal","D","SI1","61.7","56.0","1671","5.39","5.43","3.34"
"0.62","Ideal","D","SI1","61.6","55.0","1934","5.49","5.51","3.39"
"1.11","Premium","H","I1","61.0","59.0","3263","6.67","6.61","4.05"
"0.33","Ideal","G","IF","62.2","56.0","984","4.43","4.45","2.76"
"0.39","Premium","E","VS1","58.8","59.0","1097","4.76","4.73","2.79"
"0.35","Very Good","G","VS1","61.5","60.0","676","4.51","4.57","2.79"
"0.41","Premium","G","VVS2","61.6","56.0","1076","4.78","4.76","2.94"
"0.73","Very Good","H","SI1","59.5","58.0","2393","5.85","5.91","3.5"
"2.05","Premium","J","VS2","62.3","60.0","13667","8.15","8.09","5.06"
"0.91","Ideal","G","SI1","62.1","57.0","4240","6.2","6.23","3.86"
"0.3","Ideal","E","VS1","61.3","57.0","736","4.3","4.34","2.65"
"0.54","Ideal","I","SI1","62.3","55.0","1586","5.22","5.27","3.27"
"0.32","Ideal","E","VS2","60.9","56.0","846","4.45","4.48","2.72"
"0.71","Good","J","VS1","63.3","55.0","1881","5.62","5.66","3.57"
"2.01","Very Good","H","SI2","62.2","63.0","12423","8.01","7.93","4.96"
"0.33","Very Good","H","IF","61.2","56.0","838","4.46","4.5","2.74"
"0.8","Premium","J","VS1","61.6","60.0","2202","5.94","5.88","3.64"
"1.51","Ideal","H","SI1","61.9","57.0","8287","7.37","7.32","4.55"
"1.19","Ideal","G","VVS2","60.8","55.0","9383","6.91","6.9","4.19"
"0.5","Fair","E","VS1","55.3","65.0","1890","5.35","5.31","2.95"
"2.18","Very Good","G","SI2","63.1","58.0","16878","8.29","8.23","5.21"
"2.12","Ideal","I","SI2","61.0","57.0","15647","8.28","8.31","5.06"
"0.33","Ideal","E","VVS2","61.6","55.0","917","4.43","4.47","2.74"
"0.75","Ideal","F","SI1","61.8","56.0","3336","5.84","5.87","3.62"
"0.41","Ideal","E","VVS2","62.0","56.0","1187","4.72","4.76","2.94"
"2.05","Ideal","G","SI1","61.9","57.0","18787","8.1","8.16","5.03"
"0.51","Ideal","F","SI2","62.7","57.0","1046","5.08","5.1","3.19"
"1.12","Ideal","H","VS1","61.9","57.0","6309","6.66","6.69","4.13"
"2.32","Fair","H","I1","70.5","55.0","6860","7.93","7.9","5.58"
"0.9","Good","E","SI1","63.9","57.0","4463","6.05","6.1","3.88"
"0.42","Ideal","G","IF","62.0","57.0","1251","4.8","4.82","2.98"
"1.01","Premium","E","SI2","61.5","58.0","4666","6.4","6.43","3.95"
"1.52","Ideal","G","SI2","61.3","57.0","8852","7.39","7.36","4.52"
"0.3","Ideal","H","VVS2","61.7","54.0","605","4.31","4.34","2.67"
"0.33","Ideal","I","IF","61.4","56.0","891","4.45","4.41","2.72"
"0.7","Good","D","VS2","58.0","65.0","3073","5.81","5.73","3.39"
"0.73","Very Good","H","VS1","61.4","58.0","2557","5.75","5.85","3.56"
"2.07","Ideal","G","SI2","62.0","55.0","17095","8.23","8.13","5.07"
"1.2","Ideal","H","VS2","60.8","55.0","7190","6.9","6.85","4.18"
"0.52","Ideal","G","VVS2","61.7","55.0","1911","5.19","5.22","3.21"
"1.5","Good","F","SI2","62.6","64.0","8820","7.25","7.19","4.52"
"0.33","Ideal","G","SI1","61.8","54.0","453","4.46","4.5","2.77"
"0.71","Ideal","I","VS1","62.1","56.0","2306","5.68","5.72","3.54"
"0.61","Ideal","H","IF","59.4","59.0","2461","5.55","5.59","3.31"
"0.32","Premium","H","VS2","62.5","59.0","648","4.38","4.33","2.72"
"0.74","Very Good","E","VS1","63.4","55.0","3357","5.78","5.76","3.66"
"1.12","Very Good","G","VVS1","60.9","57.0","8408","6.67","6.72","4.08"
"0.31","Ideal","D","SI2","61.3","56.0","462","4.36","4.41","2.69"
"0.51","Very Good","E","SI2","58.3","61.9","1180","5.19","5.2","3.04"
"1.0","Premium","D","SI2","62.4","58.0","4816","6.36","6.33","3.96"
"0.64","Very Good","I","SI1","63.0","57.0","1390","5.47","5.52","3.46"
"0.91","Very Good","D","VS2","59.6","58.0","5825","6.32","6.34","3.77"
"0.42","Ideal","G","SI2","60.7","57.0","829","4.87","4.84","2.95"
